fitness,type,enemy,gen,algo
-189.8281189019377,mean_fitness,3,8,custom_neat
-132.48055169034154,max_fitness,3,9,custom_neat
-181.06046547713646,mean_fitness,3,9,custom_neat
-132.44118034019948,max_fitness,3,10,custom_neat
-185.81486861107373,mean_fitness,3,10,custom_neat
-132.44118034019948,max_fitness,3,11,custom_neat
-186.20632631222426,mean_fitness,3,11,custom_neat
-132.44118034019948,max_fitness,3,12,custom_neat
-182.56063068828408,mean_fitness,3,12,custom_neat
-132.44118034019948,max_fitness,3,13,custom_neat
-191.1117108360092,mean_fitness,3,13,custom_neat
-132.44118034019948,max_fitness,3,14,custom_neat
-189.3337008530296,mean_fitness,3,14,custom_neat
-132.44118034019948,max_fitness,3,15,custom_neat
-181.72160821608423,mean_fitness,3,15,custom_neat
-189.36426245424843,max_fitness,3,1,custom_neat
-207.56280681040215,mean_fitness,3,1,custom_neat
-189.36426245424843,max_fitness,3,2,custom_neat
-203.54303138088449,mean_fitness,3,2,custom_neat
-189.36426245424843,max_fitness,3,3,custom_neat
-200.22280699035485,mean_fitness,3,3,custom_neat
-162.23178425096606,max_fitness,3,4,custom_neat
-197.13335304839248,mean_fitness,3,4,custom_neat
-162.23178425096606,max_fitness,3,5,custom_neat
-192.88672342680454,mean_fitness,3,5,custom_neat
-132.51533517576527,max_fitness,3,6,custom_neat
-191.12489965774387,mean_fitness,3,6,custom_neat
-122.44118034019948,max_fitness,3,7,custom_neat
-184.2502092306771,mean_fitness,3,7,custom_neat
-122.44118034019948,max_fitness,3,8,custom_neat
-195.10218201218353,mean_fitness,3,8,custom_neat
-122.44118034019948,max_fitness,3,9,custom_neat
-189.4245800945703,mean_fitness,3,9,custom_neat
-122.44118034019948,max_fitness,3,10,custom_neat
-186.07843570733283,mean_fitness,3,10,custom_neat
-122.44118034019948,max_fitness,3,11,custom_neat
-178.54807214739526,mean_fitness,3,11,custom_neat
-122.44118034019948,max_fitness,3,12,custom_neat
-182.23760359115502,mean_fitness,3,12,custom_neat
-122.44118034019948,max_fitness,3,13,custom_neat
-179.24744155536695,mean_fitness,3,13,custom_neat
-52.26245297896628,max_fitness,3,14,custom_neat
-174.09060585374795,mean_fitness,3,14,custom_neat
-52.26245297896628,max_fitness,3,15,custom_neat
-174.370542733966,mean_fitness,3,15,custom_neat
-142.45307333857494,max_fitness,3,1,custom_neat
-199.8521391299078,mean_fitness,3,1,custom_neat
-142.45307333857494,max_fitness,3,2,custom_neat
-191.363422126238,mean_fitness,3,2,custom_neat
-142.45307333857494,max_fitness,3,3,custom_neat
-190.2118706523818,mean_fitness,3,3,custom_neat
-142.45307333857494,max_fitness,3,4,custom_neat
-181.61261577712554,mean_fitness,3,4,custom_neat
-122.45307333857494,max_fitness,3,5,custom_neat
-168.43286161591445,mean_fitness,3,5,custom_neat
-122.45307333857494,max_fitness,3,6,custom_neat
-179.74242405041338,mean_fitness,3,6,custom_neat
-122.45307333857494,max_fitness,3,7,custom_neat
-177.17341326995447,mean_fitness,3,7,custom_neat
-122.45307333857494,max_fitness,3,8,custom_neat
-170.63772518254387,mean_fitness,3,8,custom_neat
-122.45307333857494,max_fitness,3,9,custom_neat
-166.20028742905654,mean_fitness,3,9,custom_neat
-122.45307333857494,max_fitness,3,10,custom_neat
-162.90828925280658,mean_fitness,3,10,custom_neat
-122.45307333857494,max_fitness,3,11,custom_neat
-168.38633125664202,mean_fitness,3,11,custom_neat
-122.45307333857494,max_fitness,3,12,custom_neat
-168.9303675926471,mean_fitness,3,12,custom_neat
-28.437200239383458,max_fitness,3,13,custom_neat
-164.49985930971962,mean_fitness,3,13,custom_neat
-28.437200239383458,max_fitness,3,14,custom_neat
-163.04941264498774,mean_fitness,3,14,custom_neat
-28.437200239383458,max_fitness,3,15,custom_neat
-159.59679142103417,mean_fitness,3,15,custom_neat
