fitness,type,enemy,gen,algo
94.02326625757942,max_fitness,1,11,neat
9.56724430820673,mean_fitness,1,11,neat
94.02326625757942,max_fitness,1,12,neat
16.844669824942656,mean_fitness,1,12,neat
94.02326625757942,max_fitness,1,13,neat
22.03134921014556,mean_fitness,1,13,neat
94.02326625757942,max_fitness,1,14,neat
29.136421619348745,mean_fitness,1,14,neat
94.02326625757942,max_fitness,1,15,neat
24.52542439513757,mean_fitness,1,15,neat
57.601837298482245,max_fitness,1,1,neat
